"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"O95817",1.79680627771944,0.808833133207909,4.96715142063712,0.000222057320114172,0.0307708000729638,0.847315230398196
"Q6ZVC0",2.19609174102808,1.46608716347609,4.85711680043634,0.000271797504110401,0.0359513971346031,0.660966798372818
"Q8IXT5",-2.09797686509492,0.872937697113293,-4.80928833157754,0.000296898111072205,0.0375640653573963,0.579427184427843
"P04271",1.71388575367321,0.749189640078841,4.75486370355376,0.000328405033522718,0.0385186772641815,0.48625307498896
"P07305",1.61925652884024,-1.00809102244644,4.72810388685834,0.000345147415638454,0.0385186772641815,0.440291043866018
"P30041",1.57571359752584,0.807986267245132,4.72761295708521,0.000345462692157625,0.0385186772641815,0.439446922104587
"O14531",-0.963182071251238,0.190676885277337,-4.70718152418844,0.000358851690781857,0.0385186772641815,0.404287428580869
"P02763",2.40650209229386,-0.0981317251218147,4.66043362890263,0.000391544668700248,0.0385186772641815,0.323630185814877
"Q13228",1.44243668735029,0.591976322694754,4.63533588987604,0.00041035280571831,0.0385186772641815,0.280207771681268
"Q14CZ8",1.32013580434882,0.231475013164384,4.6346932301676,0.00041084649630726,0.0385186772641815,0.27909479905626
"Q9H3N1",1.59409564326819,-0.680514800738821,4.60639668603304,0.000433203820585291,0.0385186772641815,0.230036862420167
"P61916",1.33215020942489,0.676625145838033,4.60192668425882,0.000436848966493686,0.0385186772641815,0.222277693123542
"P17096",1.88518171948535,-1.17805852409369,4.59216231605294,0.000444922135140032,0.0385186772641815,0.205319446942587
"Q15847",1.95375064241589,1.59064598948566,4.58605909529108,0.000450046401024801,0.0385186772641815,0.194713475013343
"Q99963",-1.3159011123119,0.152241049045042,-4.51712045662846,0.000512344296976707,0.0425977686914919,0.0745866941179756
"Q01469",1.27282183804444,1.04890654981234,4.45954847673222,0.000571165170393875,0.0461691846068382,-0.026184274358874
"P04083",2.64730020601373,1.29032346266463,4.42323937529075,0.000611802365667648,0.0468596733316216,-0.0899425734915447
"P31146",-1.45839812581652,0.363482665336048,-4.42314372908554,0.000611913260000557,0.0468596733316216,-0.0901107322845256
"P13796",1.4771202274143,0.354361902776991,4.39645846546863,0.000643676042569556,0.0477203219056578,-0.137068585551958
"P0C0L5",1.43447293990542,0.505968114411456,4.38576215969987,0.000656879839980461,0.0477203219056578,-0.155913882453545
"P02790",1.65796050389024,0.15287338719163,4.37350940759014,0.000672348178052223,0.0477203219056578,-0.17751746990032
"Q9UBI6",1.57286434192415,1.55406418443019,4.35072162764811,0.000702121131888341,0.0478181670791358,-0.217741172372721
"P24534",-1.22317724927198,0.124131966299125,-4.34588667941839,0.000708610713146281,0.0478181670791358,-0.226283033865014
"Q9UPY8",-1.0097067417599,-0.0721730318101351,-4.31554518736025,0.000750769129064765,0.0478181670791358,-0.279946085531965
"P30626",1.05000383894585,0.216009149050524,4.30372042330476,0.000767890111791554,0.0478181670791358,-0.300887037438431
"P27816",1.02948100072512,0.591037713669258,4.29574455007973,0.000779664543375261,0.0478181670791358,-0.315020357407207
"Q9NSD9",-1.28540879716813,-0.381372002993084,-4.27570808198821,0.000810069132835503,0.0478181670791358,-0.350555148771461
"P09496",-1.13629044545406,-0.247786647176915,-4.26953117411521,0.000819686020732115,0.0478181670791358,-0.361518504434381
"O14495",1.16248762596595,0.331990906564616,4.25689117110677,0.00083973265080005,0.0478181670791358,-0.383965632548544
"Q6YHK3",1.65042131803689,0.61815955120962,4.25374345956815,0.00084480268795525,0.0478181670791358,-0.38955817928248
"Q15165",1.08892578768123,0.96055993099206,4.25255232809521,0.000846729440379268,0.0478181670791358,-0.391674733443749
"P28838",1.17611741581427,0.807238774251432,4.24778717874241,0.00085448271069246,0.0478181670791358,-0.400143525933216
"P36959",1.89710250587931,0.493369688215651,4.21183786887012,0.000915375055252975,0.0502592719016256,-0.464108727489188
"O15484",1.14430278501673,0.174961778968981,4.1918266401324,0.000951183053287927,0.0512581978716272,-0.499771274384048
"P37802",1.3927770885851,0.658760013764133,4.18106828599065,0.000971024825887379,0.0513760407878595,-0.5189603182036
"P60903",2.8260310472498,1.36608318400581,4.12853036840887,0.00107419698967015,0.0550692112868848,-0.612828510420847
"P62805",1.31534375497534,-1.50019139073049,4.12636860511506,0.0010786752726297,0.0550692112868848,-0.616696425197734
"P43007",1.35726861843154,0.0645103061274979,4.1051182481734,0.00112372856189165,0.0559646833761263,-0.654741154613377
"P08670",1.93861442520483,0.728040493900449,4.10008498944011,0.00113467914748847,0.0559646833761263,-0.663758230258621
"Q9Y2J8",1.29263498734661,0.579787327694001,4.08595145221434,0.00116601659288792,0.0563276727802706,-0.689090508639803
"Q06830",1.29370662768786,0.629921161129655,4.07614262897867,0.00118828470018218,0.0563276727802706,-0.706681723239561
"P31949",1.25365073256068,0.657781589516612,4.06963911009827,0.0012032885841251,0.0563276727802706,-0.718349800805945
"Q9NR46",-1.08763061755488,-0.444213022719585,-4.06271962748108,0.00121946508080998,0.0563276727802706,-0.730768174068674
"P00450",2.11086960407044,0.500308380495394,4.03114530313418,0.00129615212698788,0.0589344170239801,-0.787486015382034
"Q05639",-1.172319055423,-0.223215340419704,-4.00356166934527,0.00136717661202162,0.0612074452458912,-0.83710252286193
"Q9BX66",0.979522248855359,0.415202831630736,3.98511704350318,0.00141687686300634,0.0624713889598251,-0.870313904711734
"P43490",1.54763740550265,0.303547293405407,3.92822763003654,0.00158210746346321,0.0670773668383949,-0.972911504905908
"Q96BW5",2.07410362150739,2.219617886507,3.92418155019607,0.00159458291951247,0.0670773668383949,-0.980217417171674
"Q15049",0.965804455464496,0.211797341947127,3.91540071734817,0.00162200354074043,0.0670773668383949,-0.996076714805239
"Q14195",1.50949505938218,0.692908236564746,3.90541482987365,0.0016537722842653,0.0670773668383949,-1.01411898563614
"O95299",-1.11943402335756,-0.357822285075875,-3.90361068658945,0.00165957923413533,0.0670773668383949,-1.01737939825959
"O60664",0.962023109205564,0.254449625905009,3.89597046838026,0.00168440192294589,0.0670773668383949,-1.03118909436644
"Q16222",-1.94825510889747,0.761245811087034,-3.89469553989728,0.00168858079928408,0.0670773668383949,-1.03349391019449
"Q9UD71",1.30242861560051,-0.169693397245045,3.88949170195968,0.0017057474728664,0.0670773668383949,-1.04290253339291
"Q9Y617",1.02279229583637,0.990615499104024,3.87179650694594,0.00176546327260883,0.067727320742756,-1.07490905003438
"P09211",0.969425746343536,0.428022989708009,3.87081899351345,0.00176882349706167,0.067727320742756,-1.07667773691845
"P40121",1.15440417307002,0.841401451607226,3.8491602927423,0.00184497033615846,0.0697255023145599,-1.11588188792287
"Q9C0H2",1.65939376206054,1.14049741173351,3.83428413932765,0.00189919740118767,0.0701775671371178,-1.1428257622552
"Q13683",1.65895240399875,0.296991512845787,3.82665990109504,0.00192761551871136,0.0701775671371178,-1.1566399996955
"Q9NZH0",1.24599792828354,0.219835765985205,3.82328140531603,0.00194034630638433,0.0701775671371178,-1.16276253271241
"Q9H9J2",-1.71881316780512,0.0480283503881966,-3.81984155322985,0.00195339619866204,0.0701775671371178,-1.16899693633376
"P68431",1.9937559971789,-0.8889325173286,3.80689308496114,0.00200332510504486,0.0710936104351287,-1.19247086461286
"P35244",2.64667065584695,0.00434506027005714,3.79205757591996,0.00206212847891255,0.0717550200190535,-1.21937726224108
"Q8N987",-1.30595538960156,-0.37140791194886,-3.78713709825819,0.00208201687451962,0.0717550200190535,-1.22830392287065
"Q9H8H3",1.09477448261364,-0.296050907136796,3.78372153497772,0.00209593701086583,0.0717550200190535,-1.23450114922787
"P02743",2.23815853824958,-0.309136533998926,3.75855547161048,0.00220146045427812,0.0744912781622015,-1.28018133055989
"Q6YP21",-1.57362482852349,0.200095000966479,-3.74710317838533,0.00225125257763866,0.0750241189776782,-1.30097947002573
"P55809",-1.4947527082719,0.154229781012571,-3.74313506675945,0.00226877060825968,0.0750241189776782,-1.30818730666095
"P24821",1.16103092580817,1.45622247953688,3.73078798272071,0.00232416969023047,0.0756504440310818,-1.33061978023115
"P25098",-1.07205941265948,-0.504742917744033,-3.71384598639484,0.00240242749234717,0.0756504440310818,-1.36141168639974
"P50135",1.00791335277383,1.08314171608476,3.71286178456361,0.00240705501071721,0.0756504440310818,-1.36320085218688
"O60268",-1.31161167786547,-0.898189781815041,-3.71018686550413,0.002419677678848,0.0756504440310818,-1.36806375861492
"Q9H3Q1",1.16988222398242,-0.213576048875647,3.70768003086844,0.00243156812330562,0.0756504440310818,-1.37262137187636
"Q92597",0.821209650466402,0.140284078178706,3.69977821371083,0.00246943737536347,0.0756504440310818,-1.38698920427355
"O94826",-0.792245008588863,-0.364652375571305,-3.69937792798406,0.00247137157554391,0.0756504440310818,-1.38771711101475
"Q96AQ6",1.62279631086774,0.0936124026037011,3.69181211125714,0.0025082203010096,0.0756504440310818,-1.40147654034104
"O00429",-1.10063145944819,-0.0631107271489282,-3.68907632390888,0.00252168146770273,0.0756504440310818,-1.40645249832081
"P49189",0.897461526158593,0.593983547430693,3.66683524551707,0.00263387018936878,0.0769498119350673,-1.44691625462675
"P09497",-1.04297856412092,-0.0466112880105849,-3.66548685396149,0.0026408322032541,0.0769498119350673,-1.44937001601082
"Q9Y6U3",1.65424748344011,1.83279781555887,3.66481203329061,0.00264432343419475,0.0769498119350673,-1.45059805875286
"Q6UXB8",4.7637476464181,-0.36682962776358,3.63350454224956,0.00281154148630363,0.0789618927001541,-1.50758905588424
"P52758",0.883126576542906,0.303002771063402,3.63124423040765,0.00282402081108725,0.0789618927001541,-1.51170490092355
"P16403",1.97823737464079,-1.71963237910461,3.62801156203347,0.00284196607694625,0.0789618927001541,-1.51759160650885
"Q9UEY8",0.848822684193781,0.603779942911224,3.62554161647287,0.0028557550428516,0.0789618927001541,-1.52208960762631
"Q13938",2.31284881233941,1.47135815015029,3.62264180588937,0.00287203025326611,0.0789618927001541,-1.52737067028679
"O95394",0.856275328137324,0.498217174223473,3.62188821566384,0.00287627512928397,0.0789618927001541,-1.52874313152366
"P08575",1.06152468959119,0.0945083266082185,3.60201268311758,0.00299055245676956,0.0813318471887796,-1.56494699078897
"P13716",1.09729037510388,0.612488945383907,3.59569924899743,0.00302780523945633,0.081582530063129,-1.57644937628142
"P51178",1.09232914001116,0.604293198162606,3.57727151979886,0.00313924460813058,0.0838091909143119,-1.61002845061378
"P13611",0.843932035843244,0.637995658245032,3.57198947887442,0.00317194507217036,0.0839123650910522,-1.61965489192687
"Q9Y2S2",0.964848944029208,0.553267269498386,3.56331453593171,0.00322639913611131,0.0845839773521073,-1.63546618230482
"Q9UBW8",-0.691814637127112,0.0203792362462965,-3.55617123010655,0.00327194721780541,0.0850122000340512,-1.64848703438079
"P10768",0.91578886313744,0.679279056915406,3.53969079943225,0.00337952501422923,0.0867104244887109,-1.67853138593195
"P51570",1.15427703070019,-0.130596819370264,3.53707831828958,0.0033969032273928,0.0867104244887109,-1.68329446712084
"P09382",1.30962080651027,0.092438690183664,3.52689839390033,0.0034654848849332,0.086793485598379,-1.70185558506913
"O14744",0.783094104012047,0.478052392956262,3.52401722446292,0.0034851476812255,0.086793485598379,-1.70710912856474
"O43761",-1.10999778239166,-1.18483494603939,-3.51783636316095,0.00352771011083879,0.086793485598379,-1.71837975407846
"Q9H078",-1.01940688671854,-0.319271701231071,-3.51520104795209,0.00354601641144514,0.086793485598379,-1.72318533601322
"Q9Y570",-0.919007195443216,-0.263505149732767,-3.51473168885001,0.00354928686811241,0.086793485598379,-1.72404123703272
"Q00610",-0.885911106027404,-0.227725825202443,-3.50204044708378,0.00363888106218328,0.0882428657579444,-1.74718541420299
"Q15417",1.15240239195699,0.547883524155467,3.48967171159437,0.00372839257621868,0.0888861286263736,-1.76974315044348
"P01023",1.14931339410632,0.540650966381482,3.48669689236619,0.0037502501686207,0.0888861286263736,-1.77516875191161
"O95865",1.07465971398957,0.74799212397973,3.47865688635071,0.00380997271301833,0.0888861286263736,-1.78983281221248
"Q99961",-0.984210571534065,0.596543793615051,-3.47767981789857,0.00381729554985066,0.0888861286263736,-1.79161490687507
"Q9HA64",0.8584699296236,0.484179959021467,3.47756824287609,0.00381813267295419,0.0888861286263736,-1.79181841120323
"P34913",1.19679647220332,0.810938882833386,3.468846955595,0.00388414205456912,0.089705185546001,-1.80772561648247
"Q92665",-1.63158916067277,-0.458793855938304,-3.46447061135884,0.00391769748874589,0.089767714112209,-1.81570801531313
"Q9NTK5",-0.960862839037301,0.4670766037341,-3.43685265306942,0.00413629523737399,0.0930936777210286,-1.86608425809491
"P09525",1.20220812702225,0.267204783174179,3.43563094400128,0.00414624378143416,0.0930936777210286,-1.86831272641064
"Q14624",1.89363255215396,0.058161235914549,3.43409026255548,0.00415882409063014,0.0930936777210286,-1.87112301788134
"Q9Y2J0",-0.991563856192338,-1.52618061441855,-3.42898712392194,0.00420076824112633,0.0933147754326536,-1.88043142021635
"O43765",-1.02461380990514,0.352488670908277,-3.40463619092642,0.0044068497631577,0.0956943543405093,-1.9248478589591
"Q9NRQ2",1.26741697207826,0.507061888616683,3.40453582008383,0.00440771989990492,0.0956943543405093,-1.92503093123871
"P25325",0.93323321338786,0.471101766650579,3.40295014673459,0.00442148938240377,0.0956943543405093,-1.92792312597222
"Q15274",1.14444679807552,0.530606441012268,3.40089169693369,0.00443942880961125,0.0956943543405093,-1.93167761949984
"Q16537",-0.979124921483682,0.117869509287674,-3.39606444337482,0.00448178582087457,0.0958970348437132,-1.94048213832336
"O00299",1.38603397780371,1.0129766379919,3.38610766291273,0.0045704390107711,0.0970801278930212,-1.9586419237555
"Q9BTX7",-1.11529434643002,0.309153338614674,-3.36396377262599,0.00477396940842633,0.100668485351599,-1.99902573627412
"Q9BW30",1.21963855996992,1.17317290407653,3.35030603279749,0.00490401228090685,0.101327597453207,-2.02393021556666
"P24298",1.35350264512534,0.681523741791053,3.34943971015236,0.00491237988077473,0.101327597453207,-2.02550983387361
"Q9C0C9",-0.630893566053922,-0.0498202501512348,-3.34704585872836,0.00493557604764809,0.101327597453207,-2.02987462441285
"P14136",1.57772548850777,1.24125680877213,3.34612706681623,0.00494450819187471,0.101327597453207,-2.03154986388839
"P07108",0.985000894595496,0.686738848233877,3.3312354810672,0.00509156005798739,0.103611466914289,-2.05869972432093
"P50583",-0.858934512297683,-0.177587071591081,-3.32331964345357,0.00517150424800398,0.104385872898224,-2.07312990427021
"O95757",-1.01806384307206,-0.141989367673968,-3.31644331385259,0.00524197051222527,0.104385872898224,-2.08566404750602
"O14964",-1.03019786720116,0.132970354191594,-3.31636712881481,0.00524275659498728,0.104385872898224,-2.08580291145933
"B9A064",3.1463599590292,0.212662848493308,3.31172238812974,0.00529090512295518,0.104385872898224,-2.09426872271881
"Q13617",-0.901678119223455,0.403400361537082,-3.29995577050691,0.00541487245364571,0.104385872898224,-2.11571305015033
"Q9H1K1",-1.03465672464488,-0.368648458891181,-3.299597253733,0.00541869493404954,0.104385872898224,-2.11636638298158
"O15061",1.22395617128781,0.495050428278953,3.29908981062068,0.00542410987545604,0.104385872898224,-2.11729110186226
"Q9Y4J8",0.821759245984728,0.495770722669642,3.29684908734944,0.00544808556148434,0.104385872898224,-2.12137431587329
"Q9P2R7",-2.00270187066305,-0.733083207484452,-3.2935895137423,0.00548315248820402,0.104385872898224,-2.12731392072979
"P35659",1.33388600986551,-1.3310811435786,3.29311007329663,0.00548832939980353,0.104385872898224,-2.12818753474503
"P19971",1.46873968028383,0.544738406801936,3.28640385007433,0.0055612569372791,0.105086088879754,-2.14040664542259
"P10515",-1.32185369665108,-0.546455707392091,-3.27880488454424,0.00564506546040491,0.105526182506368,-2.15425084879956
"Q15599",0.884402374300943,0.746444969281756,3.27686179149205,0.00566669785011561,0.105526182506368,-2.15779060864941
"P16401",1.74218118508441,-2.32358950207187,3.27292113557578,0.00571082401732602,0.105526182506368,-2.16496900711167
"Q6PCE3",-1.03969559180771,0.924797745250573,-3.27125356356899,0.00572960028728733,0.105526182506368,-2.1680065550821
"P06733",0.737338768718625,0.556713301355274,3.26633017258194,0.00578539696084798,0.10588368022684,-2.17697419659188
"P22234",0.805721705036478,0.215728124260881,3.26221179962699,0.00583248755169391,0.106078367346433,-2.18447495228794
"Q9BUT1",0.994425559807321,0.541573391666583,3.24890532549686,0.00598727259446127,0.10815227306512,-2.20870602445544
"Q8N9R8",-1.17658130003689,-0.594713430058223,-3.24228993899592,0.00606574602014776,0.10815227306512,-2.22075031781968
"O43759",-1.10759406448549,-0.24590545805023,-3.23627737757829,0.00613795966436851,0.10815227306512,-2.23169567760051
"Q13405",-1.3878961728249,-0.327964561674364,-3.23550370812045,0.00614731394297484,0.10815227306512,-2.23310397818757
"O75116",-1.05808609162633,-0.0678908235973896,-3.23413260739877,0.00616392663348334,0.10815227306512,-2.23559971883135
"Q9Y285",-0.716172917353593,-0.37977515388897,-3.23367253077157,0.0061695111095567,0.10815227306512,-2.23643715525038
"Q96G03",0.905193724767438,0.756398527265491,3.22663822284105,0.00625552650578692,0.109003485819401,-2.24924004635085
"Q9NQ66",-0.855983843407228,0.350508952956962,-3.21008636533822,0.00646267511345022,0.111942765357977,-2.27935752629628
"P20337",-0.844866426459347,0.324546916704445,-3.2027427802723,0.00655676009401861,0.112900425287539,-2.29271602462923
"P01876",1.64272704157135,-0.0429443766362043,3.18929437108917,0.00673261545197449,0.114343002958172,-2.31717326728322
"Q8IZS8",-1.13662503548272,0.734136860479157,-3.1871617045091,0.0067609316749609,0.114343002958172,-2.32105094685396
"P53611",-1.33972866713033,-0.0973999534958874,-3.17811619612219,0.00688235792001102,0.114343002958172,-2.3374952985791
"Q9H598",-0.839883358470511,-0.277494712234343,-3.17576307574133,0.00691430073247807,0.114343002958172,-2.34177250440557
"Q14980",1.10118740861369,-0.808365270913356,3.17324884753033,0.00694859379972124,0.114343002958172,-2.34634224118563
"P61457",0.972267640204384,-0.0305695848794705,3.17128085783603,0.00697555459261449,0.114343002958172,-2.349918935874
"P15311",0.812526656754299,0.914610068514802,3.17013227771054,0.00699133789109282,0.114343002958172,-2.35200631394978
"Q99719",-0.917377119656463,-0.654569393713252,-3.16614568952138,0.00704639644430268,0.114343002958172,-2.35925082702082
"P01011",1.71521890324581,-0.36235282685974,3.16577318130341,0.00705156314844759,0.114343002958172,-2.35992771424384
"Q5T6V5",0.618502546340812,0.336729306809596,3.16364192619099,0.00708119638398643,0.114343002958172,-2.36380029103629
"Q13367",-1.00702038468164,-0.274113981560278,-3.15541434699932,0.00719676183189695,0.114343002958172,-2.37874784423068
"P09429",1.24754256011193,-0.932838854380638,3.15386497335613,0.00721873370387771,0.114343002958172,-2.38156227370094
"O14639",0.668743203447687,-0.254872547890723,3.15319411741345,0.00722826790789338,0.114343002958172,-2.38278083893016
"Q14315",1.53830929377913,0.916753314902367,3.15314898875063,0.00722890972626958,0.114343002958172,-2.38286281124939
"P29966",1.23467222157372,-0.208123651443909,3.15307686524408,0.00722993558223492,0.114343002958172,-2.3829938171363
"P26641",-0.798140734817923,0.0641512052897962,-3.14792285090535,0.00730362069119772,0.114883979521002,-2.39235486859883
"Q9UI40",-0.648254767862556,-0.342623841699831,-3.1431567247168,0.00737242533735076,0.115342783503713,-2.40101007261317
"Q15075",-0.783266710568374,0.233764491770302,-3.13553241773338,0.00748383486468935,0.11558630986905,-2.41485294676224
"O75436",-0.828491762637942,0.317150921096972,-3.13295630002047,0.00752185549037192,0.11558630986905,-2.41952943195934
"P01857",3.05063742020158,0.247703271964238,3.13144617155269,0.0075442325719876,0.11558630986905,-2.42227061778488
"Q6P0N0",1.01945503429319,-0.650296184395122,3.13026453459006,0.00756178823425436,0.11558630986905,-2.42441542982763
"Q16595",-0.814315601483372,0.600498313279656,-3.12859962797481,0.00758659284707514,0.11558630986905,-2.42743729034471
"Q9NVS9",0.661821779943256,0.48842673052042,3.12072625159449,0.00770499488390913,0.116778828709248,-2.4417254237502
"Q93009",-0.880635587289736,-0.213178124854712,-3.11372804584023,0.00781177710896645,0.117783789570427,-2.45442209239046
"Q9UKF7",0.785015175506785,-0.33187522078514,3.10862726461567,0.00789053302312405,0.117808430679928,-2.46367433446265
"O43815",-1.19009316444402,0.249081023543122,-3.10837944567217,0.00789437937545909,0.117808430679928,-2.46412380702045
"Q504Y0",0.973537282260094,0.419438464799363,3.09502375745863,0.0081044495062849,0.119808872050284,-2.48834116942409
"Q9BS26",-0.899464870132942,-0.0529893582445508,-3.09462711429138,0.00811077243776834,0.119808872050284,-2.48906020355528
"O43426",-1.05723528942859,0.501890606183934,-3.09169683273385,0.00815763640335942,0.11989253501907,-2.49437187882716
"Q9Y265",0.68061405308868,0.142611999810891,3.08272140712966,0.00830285976538479,0.12119079945812,-2.51063777369715
"P68104",1.02131593934908,0.0119595880448245,3.08110623540053,0.00832926456756838,0.12119079945812,-2.51356429717084
"O60861",-1.06134612852477,-0.786272733318305,-3.0745199030644,0.00843780341083115,0.122159243410541,-2.52549610558846
"P21291",1.1270825810858,0.565908257767061,3.06531261680171,0.00859188992604933,0.123553827310516,-2.54217071392571
"A0PJE2",0.780130649504523,0.0205724700114848,3.06370686335225,0.00861904705980576,0.123553827310516,-2.54507812339845
"P67870",-0.646829580660784,0.106981803651635,-3.05426333159979,0.00878049083430185,0.125251119254012,-2.56217280191046
"P56134",0.768438567654952,-1.20057862980346,3.04686437450656,0.0089090726985407,0.126465373428065,-2.57556156248029
"P17900",0.976889637227641,0.210570332739771,3.04298638055106,0.0089772095326877,0.126736953910317,-2.58257724504984
"Q9H0W9",0.887765258353744,0.37508754331128,3.03851971937005,0.00905632938283456,0.126736953910317,-2.59065638909191
"P34897",-1.222492136798,0.428832268943281,-3.03837742020775,0.00905886131042816,0.126736953910317,-2.59091374839522
"O43852",-0.947627269644393,0.49718693915518,-3.02682303312362,0.00926680540630823,0.129025855178741,-2.61180521494229
"Q9GZT3",-1.375617498867,-0.450413538423807,-3.02368412840142,0.00932410809097236,0.129205497832046,-2.61747873966086
"O76041",0.752279941844049,0.230123200321249,3.01428076768042,0.0094978800408454,0.130639932239192,-2.63447014802438
"Q14344",0.818546775400638,0.336429173358969,3.01274508224851,0.00952656202179808,0.130639932239192,-2.6372443300271
"P51858",1.06866209318016,-0.762669366255805,3.01083776477784,0.00956230431853879,0.130639932239192,-2.64068957012088
"Q16643",-1.34591165115042,0.908471664237072,-3.00682666299927,0.00963790407460475,0.131057480640653,-2.64793388916615
"Q5SW79",0.905875999892246,-0.183101812635524,3.0015049689898,0.00973911864313043,0.131817838379114,-2.65754301813133
"A8MSI8",-1.47263451133081,0.453532061107948,-2.99567321175126,0.00985124163401855,0.132718116458306,-2.66807021352377
"P63208",0.728501735285633,0.430736772322262,2.99031317853064,0.00995542021907495,0.132817635650414,-2.67774313421232
"Q92696",-0.664909856334689,-0.249549515511728,-2.98942260160139,0.00997283482748878,0.132817635650414,-2.67935004620017
"P49840",-0.839831111098859,0.127440269249386,-2.98826305786675,0.00999555402317548,0.132817635650414,-2.68144215776997
"Q9Y4Z0",1.49483938760217,-0.61219142642341,2.98119081030401,0.0101352336493028,0.133742179706588,-2.69419956155207
"P50150",-1.34476419193661,0.433650474218137,-2.97962138379831,0.0101664909594132,0.133742179706588,-2.69702995950843
"Q8WUM4",-0.734470821896406,-0.0835276254983576,-2.977793711151,0.0102030116477191,0.133742179706588,-2.70032579803396
"P22694",-1.52643251553235,0.250880579154536,-2.96994386695882,0.0103613469594866,0.134666168777377,-2.71447775022386
"Q06787",1.60868532993631,-0.00898523989513293,2.96488117100649,0.0104647486745661,0.134666168777377,-2.72360175598847
"Q52LD8",1.32788133477151,0.423139808065105,2.96393121269315,0.0104842640589956,0.134666168777377,-2.72531349212849
"P05155",1.40179061938333,0.0194496596805904,2.96316738574803,0.0104999817248068,0.134666168777377,-2.72668977203791
"P04080",0.885262484632738,0.403107723444111,2.96292925087101,0.0105048867053143,0.134666168777377,-2.72711883676238
"Q9Y3Z3",1.22524266663548,-0.172050861829393,2.95164549540572,0.0107399144185594,0.137075223500035,-2.74744306930158
"P49902",0.631916391008969,0.450152719466075,2.94765332844884,0.0108243031317002,0.137549004861343,-2.75463063891284
"P63104",-1.00294821644523,0.361432476858549,-2.94036092709518,0.0109801460273428,0.138636848788119,-2.76775575393971
"Q9ULD0",-1.43103493616246,-1.24457680600456,-2.93845385632031,0.0110212649159595,0.138636848788119,-2.77118724859131
"P27105",1.07318708613815,0.544854752359624,2.93699442325728,0.011052834680015,0.138636848788119,-2.77381302574525
"Q7Z6G3",-0.757779375597269,0.245172810341756,-2.9306866980122,0.0111903088232483,0.139758792599367,-2.78515913243047
"Q05682",0.830998650054257,0.413913879551021,2.9159989829911,0.0115169849771817,0.143134947427296,-2.81156219250688
"Q5VTR2",1.13621086437484,1.4342894661066,2.9141394568467,0.0115590077819294,0.143134947427296,-2.81490323777814
"Q9HAV7",-2.28847180907024,-0.684602899500166,-2.89896421115823,0.0119076386565213,0.146827239366428,-2.84215431927494
"P11310",0.851493270000025,-0.0706773490229055,2.89533219106937,0.0119926023878865,0.147250940712024,-2.84867264286361
"Q765P7",0.73279622542817,-0.0598997666597169,2.89260217792298,0.0120568578846303,0.147417884219639,-2.85357114047846
"P43155",-0.793113140501515,0.167445238764993,-2.88657888625167,0.0121998265108319,0.148038418431484,-2.86437571697191
"Q8NBX0",0.564888710564963,-0.385777504355294,2.88617995844046,0.0122093540974419,0.148038418431484,-2.8650911621042
"P84085",-0.773269251916564,-0.365947378887779,-2.88304616733108,0.0122844533104447,0.148330950760971,-2.87071070754638
